query_id,tweet id,score
0,1280980711596572673,1.5552779345382428
0,1281206652570648578,1.446466125558481
0,1281221421499404288,1.446466125558481
0,1281184412818964480,1.446466125558481
0,1281197805747335172,1.446466125558481
0,1281199764202291200,1.446466125558481
0,1281187270960136192,1.446466125558481
0,1281193852339212288,1.446466125558481
0,1281175700435861505,1.446466125558481
0,1281223014252572672,1.446466125558481
0,1281172767090638848,1.446466125558481
0,1281184080722374662,1.446466125558481
0,1281197706594127872,1.446466125558481
0,1281174243015884800,1.446466125558481
0,1281177494754861056,1.3678490402591947
0,1280975321110507520,1.3674305270866545
0,1280998393482031105,1.2150816942581881
0,1281211101691052032,1.1810781382264577
0,1280975030201888768,1.1155969403533137
0,1280964728685080576,1.1089151001843043
0,1280990533389815815,1.1089151001843043
0,1280991520024170496,1.1089151001843043
0,1281007630463365121,1.1089151001843043
0,1280984863705837570,1.1089151001843043
0,1280921290354941952,1.1089151001843043
0,1280932361014738947,1.1089151001843043
0,1280937494830149632,1.1089151001843043
0,1281059696271556609,1.1089151001843043
0,1281064415442251777,1.0030808505519209
0,1280958371613544448,0.9748488938355399
0,1280992696711229441,0.9646315128249359
0,1281224493755760641,0.9195752279300763
0,1281055294186012672,0.9093759800102825
0,1280922252305993730,0.9068664678543734
0,1280975902420189187,0.9016862201345652
0,1281194689589370885,0.9016862201345652
0,1280945351562637317,0.8741292453736651
0,1280932641089470466,0.8619664041993831
0,1280999602511118345,0.8619664041993831
0,1280925840394641414,0.8619664041993831
0,1281112525484945408,0.8549209547968423
0,1281046703781457920,0.850154671737694
0,1281054790840180737,0.850154671737694
0,1281030524702785537,0.850154671737694
0,1281240683232231424,0.850154671737694
0,1281085080669052928,0.8434609722409059
0,1281085799325331461,0.8434609722409059
0,1281120761286217729,0.8434609722409059
0,1281077423208046592,0.8416791654915012
0,1281212786505330688,0.827299609685309
0,1281157808784842752,0.827299609685309
0,1281105913114431490,0.827299609685309
0,1281110600458866690,0.827299609685309
0,1281171989768486913,0.827299609685309
0,1281160611909550080,0.827299609685309
0,1281192446957846529,0.827299609685309
0,1281150023020011520,0.827299609685309
0,1281114131207278592,0.827299609685309
0,1281213428510552065,0.827299609685309
0,1281235373163712514,0.827299609685309
0,1281104990015238144,0.827299609685309
0,1281178805864927232,0.827299609685309
0,1281232074842804225,0.827299609685309
0,1281103714091175936,0.827299609685309
0,1281112386397712384,0.827299609685309
0,1281208948352221185,0.827299609685309
0,1281218449709191168,0.827299609685309
0,1281105566480437253,0.827299609685309
0,1281201558672244736,0.827299609685309
0,1281127732404015104,0.827299609685309
0,1281206498232860673,0.82397366738599
0,1281214049364193283,0.82397366738599
0,1281194779745775622,0.8010631464807753
0,1280954039564410885,0.7999516850105166
0,1281232911614636032,0.7944898373472256
0,1280938870532685824,0.7941933571551085
